Phylum;Class;Order;Family;Genus;strain;name;short;conc;AUCsmean;sdAUC;maxODmean;sdmax;finalODmean;sdfinal
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;60 uM;0,98768679024559713;0,031460447078081231;1,001478594185618132;0,014241604660196862;1,00147859418562e+00;0,014241604660196862
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;70 uM;0,98847273864780227;0,021344937372607346;1,001441444576473883;0,018024588068554288;1,00144144457647e+00;0,018024588068554288
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;80 uM;0,81306425134542026;0,195025175014956170;0,900659241279832989;0,142150340858392316;9,00659241279833e-01;0,142150340858392316
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;90 uM;0,05228673826661209;0,105544548820962328;0,075421199261272581;0,165379448286336411;7,41180717552581e-02;0,166098148415663588
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;100 uM;0,00863207650528107;0,003713699496934673;0,005568822221070261;0,004726280329984604;3,38738401771028e-03;0,007301936373301687
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;110 uM;0,00886323822121244;0,003725174580054011;0,004597859202049821;0,003660851643833347;1,45444162390848e-03;0,005503031451147706
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;120 uM;0,00725100676239672;0,002902164976168249;0,004511823110335446;0,002505488740768404;2,21053864614572e-03;0,007985465208729144
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;130 uM;0,00853926892620750;0,003899220737722143;0,005104039923973141;0,002555362155728688;4,71206125866933e-03;0,002451112885654206
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;5004;Bacteroides thetaiotaomicron;B. thetaiotaomicron;140 uM;0,00829178120155030;0,004878013237581275;0,005481814103605604;0,003736040269809005;5,18534118713040e-03;0,003980227139990537
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;blank;0,00489107579523500;0,005957988240722322;0,003780965420264640;0,009157237511092518;1,80968918654076e-03;0,009902574065283311
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;0 uM;1,00000000000000000;0,000000000000000000;0,999201915403032714;0,009308116051162937;9,99201915403033e-01;0,009308116051162937
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;54 uM;0,97255746897830930;0,100482953715732265;0,993737956619709095;0,049191728559812145;9,93737956619709e-01;0,049191728559812145
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;60 uM;0,99155778084817403;0,010839620864168639;1,010970176625324513;0,010093715101168656;1,01097017662532e+00;0,010093715101168656
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;70 uM;0,86234672896326958;0,343589116694662078;0,886446007773355582;0,354053013403558436;8,86446007773356e-01;0,354053013403558436
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;80 uM;0,68082049000759370;0,351443906408784423;0,760797487885209289;0,343635891689007045;7,60797487885209e-01;0,343635891689007045
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;90 uM;0,03419965597673294;0,012664826895837995;0,040442080771544535;0,015824788214693814;4,04420807715445e-02;0,015824788214693814
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;100 uM;0,02863264621196936;0,011051526252878051;0,035879233236502273;0,014826551172175980;3,58792332365023e-02;0,014826551172175980
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;110 uM;0,02562840467236358;0,011523245490242919;0,031447628797591880;0,013993898230019387;3,14476287975919e-02;0,013993898230019387
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;120 uM;0,02560882933950867;0,011381609969148380;0,032215083269171871;0,014209007813348211;3,22150832691719e-02;0,014209007813348211
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;130 uM;0,02357059954696878;0,010102560896436562;0,031499151303316222;0,013390439138879716;3,14991513033162e-02;0,013390439138879716
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;5001;Phocaeicola vulgatus;P. vulgatus;140 uM;0,02238247492837876;0,009806883855149258;0,030601183614558713;0,011606327325043506;3,06011836145587e-02;0,011606327325043506
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;blank;0,00524075766847678;0,003620739844137599;0,005625000000000001;0,017245797596000666;-4,66687429552350e-03;0,006120788370905331
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;0 uM;1,00000000000000000;0,000000000000000000;1,004379914736255541;0,023260145400915682;1,00437991473626e+00;0,023260145400915682
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;54 uM;0,99903202534266056;0,018454571590343301;0,994561662412099867;0,012995227486670532;9,94561662412100e-01;0,012995227486670532
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;60 uM;1,00727445661769055;0,025204791390291078;0,996936322166431466;0,023909073679701204;9,96936322166431e-01;0,023909073679701204
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;70 uM;1,04093733382211684;0,023782956366774726;1,022456400593735548;0,022131138329059497;1,02245640059374e+00;0,022131138329059497
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;80 uM;0,79064401770203896;0,378254473010081305;0,796658226117397672;0,328702319770427409;7,96658226117398e-01;0,328702319770427409
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;90 uM;0,24982238096774306;0,394260527716506992;0,256232143388065881;0,377698528744271622;2,55884313747834e-01;0,377955891731046212
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;100 uM;0,00994300245506152;0,004819723322445600;0,013953374950360840;0,015811565784898354;7,51138673956642e-03;0,007499880721441308
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;110 uM;0,00779386504644900;0,004775650236268999;0,010393612810205439;0,018705340677194905;3,81394323064749e-03;0,004779833577187644
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;120 uM;0,00821179666243831;0,003815694163472313;0,011106337279886157;0,017881722251533876;4,63119700285179e-03;0,003296342238350623
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;130 uM;0,00733961645762958;0,004096902036457455;0,010801441966908141;0,017435717935246467;4,76699151875807e-03;0,004063897581872995
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;5071;Parabacteroides merdae;P. merdae;140 uM;0,00861387251792229;0,005149735737771529;0,011608067499479513;0,015967902004652087;6,74574155234918e-03;0,006366020539541839
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;blank;0,00432520178563338;0,003093480941474768;0,006982582581494167;0,017205027790642684;-2,74629824106232e-03;0,003135825321231690
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;0 uM;1,00000000000000000;0,000000000000000000;1,000290311702534796;0,004648140238644778;1,00029031170253e+00;0,004648140238644778
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;54 uM;1,00014105684398058;0,008485626116300852;1,007486027804147088;0,009024341303036343;1,00748602780415e+00;0,009024341303036343
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;60 uM;1,00334842524976553;0,007707338663116539;1,005245622522961346;0,005477440475200048;1,00524562252296e+00;0,005477440475200048
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;70 uM;0,98599875758988342;0,027857436817732544;0,983706558516197482;0,026348308893841748;9,83706558516197e-01;0,026348308893841748
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;80 uM;0,77607375151622826;0,220117253406422131;0,782245535839084627;0,197942023451366939;7,82245535839085e-01;0,197942023451366939
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;90 uM;0,00848534140691063;0,007379809244980142;0,012971924995190103;0,020941176708712053;4,22188946419733e-03;0,007414409302619776
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;100 uM;0,00509599448246388;0,003043421981190739;0,011372803794518738;0,021951271507067379;6,61807738383433e-04;0,003555919831389798
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;110 uM;0,00440570971790656;0,003139075639922255;0,008424794807048500;0,020635752178905811;6,37355535681716e-05;0,002474252651207041
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;120 uM;0,00415635836643527;0,004032716029333622;0,008751768033946254;0,020608026509311751;9,88701261755498e-05;0,004542367971629557
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;130 uM;0,00495165195674726;0,002502250504427251;0,008728203057333281;0,017452501838654915;1,62135848434299e-03;0,003269283158410583
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;5019;Segatella copri;S. copri;140 uM;0,00524013373978959;0,003355293224664664;0,009627283996817363;0,017944479267660882;2,88037425352615e-03;0,002763773893390369
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;blank;0,00459011689977942;0,006694041886950513;0,005456302417272102;0,014585652554675020;2,78302534755435e-03;0,015710896948784133
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;0 uM;1,00000000000000000;0,000000000000000000;1,000699744958217119;0,017026161711337345;9,99881246902150e-01;0,016841675476511206
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;54 uM;0,99245806244070689;0,027012627324378400;0,995309752384574198;0,031670400184921413;9,93877380786457e-01;0,031863245381769281
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;60 uM;1,00026282695940272;0,024036265603070227;0,998008973178131531;0,021837677538487796;9,95041917724888e-01;0,026157389144552450
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;70 uM;1,01484254784299144;0,025788917304998216;1,009573631158171114;0,021350997775132542;1,00640195119091e+00;0,027074011245829758
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;80 uM;1,00638916053449101;0,020106009735206723;1,025736109757064529;0,024911738702117440;1,02461067492997e+00;0,025090725506355799
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;90 uM;0,44113247979355130;0,344664163641627941;0,659816442716812723;0,324656691535567477;6,59407193688779e-01;0,324108222402547830
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;100 uM;0,01755867195584090;0,007076575069846100;0,046171665757582657;0,031114977272772990;4,61716657575827e-02;0,031114977272772990
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;110 uM;0,01598151363343348;0,006936453916951839;0,040910699277314770;0,033251256921020815;4,09106992773148e-02;0,033251256921020815
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;120 uM;0,01471688987990580;0,006354900501986512;0,038533965138333404;0,028732562022592469;3,85339651383334e-02;0,028732562022592469
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;130 uM;0,01390682658272532;0,005838713252561161;0,037301922608247023;0,028668730680714221;3,73019226082470e-02;0,028668730680714221
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;HM04;Enterococcus faecalis;E. faecalis;140 uM;0,01350107475689146;0,005184728638873627;0,035504711341475752;0,024703528824379407;3,55047113414758e-02;0,024703528824379407
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;blank;0,00382333265474838;0,003543553487905660;0,000419148928744683;0,000628765236846546;-6,14139513345812e-03;0,008847467963835015
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;0 uM;1,00000000000000000;0,000000000000000000;0,988466540878198852;0,033501870545574124;9,88466540878199e-01;0,033501870545574124
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;54 uM;0,99324976082316241;0,061454977011834541;0,982409602280321370;0,058230615471965015;9,82409602280321e-01;0,058230615471965015
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;60 uM;1,00291843530961589;0,058648107175246628;1,011908711051833443;0,054818288304656015;1,01190871105183e+00;0,054818288304656015
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;70 uM;0,94022873588386535;0,351799732750073424;0,954395796199808744;0,354088431135936355;9,54395796199809e-01;0,354088431135936355
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;80 uM;0,26453743800273744;0,361384780877577416;0,324303891776548392;0,392212179731509292;3,24303891776548e-01;0,392212179731509292
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;90 uM;0,02246239366232729;0,005055920440440174;0,026124036786752264;0,004067720844494128;2,59431395363905e-02;0,004175818904303601
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;100 uM;0,02969342179071955;0,013731985891729900;0,033209219860031308;0,017834754916000388;3,08182212665011e-02;0,015765661340898223
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;110 uM;0,02782863954539757;0,010154641962372778;0,034640257873437420;0,012270745529138342;3,46402578734374e-02;0,012270745529138342
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;120 uM;0,02823614310465727;0,008846059430119785;0,035540381378350354;0,011075596676266534;3,55403813783504e-02;0,011075596676266534
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;130 uM;0,02644996052361379;0,010408346567192256;0,035687643142433119;0,014714464145565610;3,56876431424331e-02;0,014714464145565610
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14073;Lactobacillus ruminis;L. ruminis;140 uM;0,02597715232665653;0,009300209861618546;0,035426633518767292;0,014887987614561874;3,54266335187673e-02;0,014887987614561874
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;blank;0,00615408323026945;0,005493629540931285;0,009071191323388465;0,024447819534768281;-2,42936681987864e-03;0,003262467667665140
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;0 uM;1,00000000000000000;0,000000000000000000;0,991405300854419469;0,039821784136305736;9,91405300854419e-01;0,039821784136305736
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;54 uM;0,97782502795731829;0,025365734706366713;0,964204666268893007;0,050927403987913455;9,64204666268893e-01;0,050927403987913455
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;60 uM;0,97771532419601404;0,038026898766788289;0,975743627791324175;0,059166198496855567;9,75743627791324e-01;0,059166198496855567
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;70 uM;0,63526245976267548;0,468118092160397681;0,634008608461464562;0,467806202022731987;6,33882489152598e-01;0,467993790630668094
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;80 uM;0,33642432148551937;0,448348003175435494;0,372294256424799741;0,465946561777399570;3,72294256424800e-01;0,465946561777399570
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;90 uM;0,17282749871907013;0,381909346528758908;0,176170657914456352;0,351367340515171489;1,69719045011231e-01;0,353003593894095358
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;100 uM;0,04588369837710722;0,012574126637513122;0,061057709357804649;0,025997505865513755;5,38892505764426e-02;0,010303256875073599
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;110 uM;0,04531844554909251;0,010599433395053710;0,062966977744423808;0,023987621377668078;5,65153648411980e-02;0,007310170363051088
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;120 uM;0,04594469985086899;0,009432378641811259;0,064916100229558307;0,021986755769294174;5,82255387002871e-02;0,007113031557864174
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;130 uM;0,04662020623157893;0,008636640266410065;0,065845325334729685;0,020141724280480420;5,97521353705720e-02;0,005976348588682011
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;14076;Lactobacillus fermentum;L. fermentum;140 uM;0,04835792496855625;0,008353772158646119;0,067685937584602562;0,011337968628573461;6,35043366288081e-02;0,007926264348200178
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;blank;0,01021300366327896;0,008912475715606921;0,002120647381557104;0,002588670457284923;-1,47365546121656e-02;0,026546126896948328
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;0 uM;1,00000000000000000;0,000000000000000000;0,957893371293937590;0,212040021282955793;9,57893371293938e-01;0,212040021282955793
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;54 uM;0,94041134097619239;0,177163768672491451;0,910317133506412746;0,266689563068749746;9,10317133506413e-01;0,266689563068749746
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;5007;Lactobacillus gasseri;L. gasseri;60 uM;0,91271293977638090;0,165749841358682731;0,863576017005438512;0,220142025771466299;8,63576017005439e-01;0,220142025771466299
